,場所,スコア,口コミ
860,テンザホテル・博多ステーション,4.2,じゃらんnetで遊び体験済み今回の野菜もパスタもコーヒーも全部とても美味しかったです。博多駅のお店でパスタにサラダと飲み物とデザートを頼むと2000円以上かかるのではないでしょうか？それなら筑紫口からテンザホテルまで少し歩いて行きたくなります。じゃらんで予約すると、各メニューから好きなメインを選べるのも良いです…お値段の高いものを選んだりします（笑野菜も新鮮でドレッシングの種類も多く全種類試せないほどです。ドリンクは何杯もおかわりしてしまいました、コスタコーヒーも美味しいです。今回のデザートでいただいたチーズケーキは私の好みの味で最後まで大満足でした！1つだけ残念だったのが、卵サラダが無かった事です…いつもフォカッチャに乗せて卵サンドにしていました。今の卵事情を考えるとしょうがない事ですね。それでもまた行きます。
861,テンザホテル・博多ステーション,4.1,じゃらんnetで遊び体験済みポイント消化で行きました！13時半までの受付で13時15分に到着し時間があまりなかったからかサラダの野菜が少なかったです。パスタはすごく美味しくて満足でした！
862,テンザホテル・博多ステーション,4.2,じゃらんnetで遊び体験済み以前、家族で利用した事があるので今回は買い物ついでに、ひとりランチで利用しました。ひとりでも居心地が良い窓際の席を案内してもらい配慮が感じられて良かったです。糸島野菜をたくさん頂けて食後のコーヒーも色々と楽しめて博多でゆったりとランチしたい時にオススメです。
863,テンザホテル・博多ステーション,4.2,じゃらんnetで遊び体験済み生野菜が新鮮でした。時間がなくあまり食べられなかったので、是非また行きたいです。時間がないことを伝えたところ、ピザをテイクアウトにしてくださりとても助かりました。ピザもものすごく美味しかったです。
864,テンザホテル・博多ステーション,4.2,じゃらんnetで遊び体験済みパスタを2種類頼みましたが、どちらも出来立て熱々でかなり美味しくてびっくりしました。美味しいコーヒーもあるし、最高の休日でした！
865,テンザホテル・博多ステーション,4.0,じゃらんnetで遊び体験済み限定ポイント活用で利用しました。選べるメイン（パスタまたはピザ）にサラダビュッフェとドリンクバー付きの気軽にホテルでランチできるプランでした。パスタの種類は色々とありました。サラダビュッフェが糸島野菜を中心とした物でしたが、もう少しだけバラエティに富んでいたら良いかなと思いました。コーヒー系はコスタのマシーンでした。フォカッチャも有るには有りましたがフォカッチャ？な感じでしたが、メインがパスタかピザなので不満はありません。最後にプチスイーツでプリンが出てきたので口直しに丁度よかったです。
866,テンザホテル・博多ステーション,4.2,じゃらんnetで遊び体験済みお野菜の処理が私好みでした。季節の赤大根やかぶ、カリフラワーなどが生のままで、カリカリしてとても美味しかったです。そのお野菜をピザにトッピングして食べたりしました。良心的なお値段で、便利な場所にあるので、とってもお勧めです。
867,テンザホテル・博多ステーション,4.3,じゃらんnetで遊び体験済みゆっくり出来てパスタも美味しかったです♪パンの種類がいくつかあれば嬉しいです。また機会があれば行きたいです。
868,テンザホテル・博多ステーション,4.3,じゃらんnetで遊び体験済み友人とホテルランチに良く行くのですが、今回初めて利用させていただきました。メインのパスタとピザをシェアして食べましたが、とてもおいしかったです。私の場合は、どちらかと言えばサラダ目当てでしたのでサラダがビュッフェだったのがとても嬉しかったです。食後はコスタコーヒーを飲みながらゆっくり過ごす事ができました。ホテルの落ち着いた雰囲気のレストランで、この料金なのはとても有りだと思います。
869,北九州市立いのちのたび博物館,4.3,想像していた以上に骨格模型が多く、大きく、迫力でした。エンバイラマ館は、子どもが気に入り3回入りました。風や雷の演出など、素晴らしかったです(^^)ショップでは色々な国の恐竜フィギュアがあり、地元にはないものを購入しました。
870,北九州市立いのちのたび博物館,4.2,イベントがない常設展だけでも楽しめます。歴史的・地理的に展開してるので、学術的に見るには不満な学者さんもいるかとおもいます。でも、恐竜がウロウロしてたり、デッカイ恐竜標本があったり、火山が噴火したり、アンモナイトの標本があったり、現代のオオカミやたぬきの剥製があったり、お土産品もマニアックだったり、唖然としてしまいます。お客さんが少なめです。夏休みに朝から行って地球に興味のある子供になったら、将来はインディジョンスです。　江戸時代以降の歴史的風習も見応えあります。特に60歳以上の方で社宅に住んだ経験のある人は、実物大レプリカがあります。
871,北九州市立いのちのたび博物館,4.1,平日に行ってきました。実はあまり期待していなかったのですが、めちゃくちゃ楽しかったです。あっという間に1時間半経ちました。恐竜の展示物も迫力あったし、10分弱の動く恐竜のアトラクション？も良かったです。昭和の家庭の人形がリアルすぎてちょっと怖かったけど・・・600円であのクオリティは凄いですね。強いて言えば、お土産売り場をもう少し充実して欲しかった。。。
872,北九州市立いのちのたび博物館,4.2,某番組を見てから行きたいと思っていましたが、TV番組の紹介以上に巨大でリアルな恐竜たちに釘付け。しかも時間を区切って行われる〇〇〇には、体験しないと勿体ないことに！！また同時期に行われていた「うんち」をテーマに生活の歴史やトイレの進化などなど、大人と子どもが一緒に楽しみながら過ごせる展示にもワクワクしました。
873,北九州市立いのちのたび博物館,4.2,夏場に旦那さんとデートがてら行きました。化石や剥製、恐竜の骨など色んな展示がありました。地球、人類の歴史を知ることが出来る場所です。涼しくてトイレもあり子供を連れてのんびり行くのもいいかもしれません。
874,北九州市立いのちのたび博物館,4.2,入館者数が700万人を突破した巨大な博物館「北九州市立いのちのたび博物館」です。「楽しく見て、知って、考え、学べる様々な扉。開くたびに新たな発見と驚きが待っています。」まさにPRの通り、壮大なスケールと様々な展示が、これでもかとばかりに目の前に現れ、子供から大人まで十分に楽しめて満足できると思います。おすすめ一押しの博物館です。令和元年10月12日（土）〜12月1日（日）の間、「九州発！棟方志功の旅〜掘り起こされた足跡と交流」が開催されていました。写真：2019年11月よっちん撮影）「北九州市立いのちのたび博物館」
875,北九州市立いのちのたび博物館,4.0,地元の方に勧めて貰って行きました。子どもだけでなく大人も楽しめる施設です。化石や、地球上に生きている動物の模型、恐竜を再現しているところ、期間限定で昆虫博もしていたので、一日中楽しめました。
876,北九州市立いのちのたび博物館,4.2,ネット予約をしてない時は、直接、博物館に行って整理券を受け取ることが出来ると、当日でも、入場できました。整理券は、数に限りがあるようです。ご注意下さい。博物館に電話で確認して行くようにしましょう。
877,北九州市立いのちのたび博物館,4.3,人類の進化が細かく伝わったのでとても為になりました。子供は模型の前で真似をしてとても楽しそうでした。
878,北九州市立いのちのたび博物館,4.3,子供も大興奮していましたが親のわたしたちもとてもたのしめました！恐竜ばかりかと思っていましたが、虫や動物昔の家などなどたくさんの博物館でした。子供がもう少し大きくなったらまた行きたいです。
879,北九州市立いのちのたび博物館,4.3,色々な年代で楽しめる場所だと思います。説明などが書かれてますが、子供には難しいかも。  見てるだけでも楽しめます。
880,北九州市立いのちのたび博物館,4.2,子供の遊び場かと思いきやとんでもないです。大人でも十分楽しめます。ていきてきにイベント等もあるのでその都度行ってみても楽しいと思いますよ。
881,北九州市立いのちのたび博物館,4.1,コロナの為、入館には事前登録が必要。常設展示は大人600円と安い。入館してすぐに恐竜の骨格標本が展示してあり圧巻。骨格標本や剥製の他に北部九州の歴史、文化を学習出来る展示があり、きちんと見て廻れば半日はかかる。
882,北九州市立いのちのたび博物館,4.2,イオン八幡東店のすぐ近くにあります。子供から大人まで男女問わず楽しめると思います。小学生の子供と入館しましたが、いろいろな事を学べるので良いです。子連れが多い印象がありますが、女の子２組で来れれていた人も見ました。一度は足を運んでよいところです。
883,北九州市立いのちのたび博物館,4.2,恐竜大好きな4歳、2歳、0歳の子ども達と行ってきました。途中6ヶ月の娘が泣き出してしまい、授乳室を探し回りました。係の方がとても親切で、付き添って案内していただけたので助かりました。もう少しわかりやすい案内があるとありがたいです…。でも、展示は家族みんな大満足でした！大人も楽しかったです。また行きたいです！
884,北九州市立いのちのたび博物館,4.2,一部のみの公開営業ですが、恐竜ゾーンは公開されており、大迫力でした！子供も楽しんでましたが、大人も楽しめました！！恐竜の骨格が飾ってある博物館って意外にないので、すごく良かったです
885,北九州市立いのちのたび博物館,4.0,化石から生きている生物までおり子ども達が喜ぶ内容になっており、生物の歴史を学べる場でもある為、有意義な時を送る事ができます！
886,北九州市立いのちのたび博物館,4.2,北九州産業都市の軌跡というタイトルで、イベントがありました。事前でネット予約が必要ですが、簡単にできます。混雑状況も確認できるのはいいですね。北九州の世界遺産が沢山紹介されていたので、じっくり解説を読みたかったのですが、娘達は興味がなく、泣く泣く諦めました。
887,北九州市立いのちのたび博物館,4.3,入館するまで、こんなに大きい施設とは知りませんでした。恐竜の生態以外にも、様々な展示があり、見応えがありました。
888,北九州市立いのちのたび博物館,4.3,恐竜骨格標本をはじめ、哺乳類、魚類の剥製も豊富。アフリカ象の剥製は日本最大の大きさです。現在は、コロナ感染予防のため、事前予約が必要ですが、それもあって、ゆっくりじっくりみて回ることができます。一日中居ても飽きないオススメスポットです。
889,東公園（福岡県福岡市）,4.3,博多駅からずーっと東の方になるこちらの公園。敷地が広く、ぐるっと回るだけでもたくさん歩きました。大きな銅像がシンボルですね。
890,東公園（福岡県福岡市）,4.2,博多駅の東北の方にある大きな公園でした。駅からは少し距離がありました。たくさんの人が多くの緑の中でゆったりと時間を過ごしておられました。
891,東公園（福岡県福岡市）,4.1,凄く大きな公園でした。ぐるーっと歩くだけでも、結構疲れました。でも、大きな銅像があったり、多くの高齢者たちがゆっくりと時間を過ごしているのは、穏やかな時間が流れていていいなと思いました。
892,東公園（福岡県福岡市）,4.2,オフィス街の中心にありながら自然が多くカモのいる池・壁泉また散策路で林の中を楽しむことが出来る公園です。
893,東公園（福岡県福岡市）,4.2,亀山上皇像が建ち、その周囲には県花のウメや県木のツツジなどの樹木や流水を配してあり、子どもが遊ぶ遊具もあります(すべり台、ブランコ)ゆっくりと訪れたい場所です☆
894,東公園（福岡県福岡市）,4.2,駅前に大きなビルが立ち並ぶ博多駅からたった一駅の吉塚駅から徒歩数分にある緑が豊かな日本風の公園です。とはいえ、公園内はしっかり整備されていて、散策するにものんびりするにもとてもいい雰囲気です。公園の中央にはシンボルとして亀山上皇像が建っています。
895,東公園（福岡県福岡市）,4.0,この周辺で観光の時にちょっとした休憩をとったりぼーっとしたりするのに適していると感じます。広さも確保されていました。
896,東公園（福岡県福岡市）,4.2,博多区にありました。こういった公園はある種オアシス的な意味がありますね。ビル街に疲れたときなどに良いです。
897,東公園（福岡県福岡市）,4.3,東公園は気軽に市民が立ち寄れるようにしっかりと開放されています。憩いの公園として機能を果たしています。
898,東公園（福岡県福岡市）,4.3,都会でもこのようにしっかりとした公園があるということがわかります。疲れたときにふらっと立ち寄れる感じがしますね。
899,東公園（福岡県福岡市）,4.3,博多区の街中にある公園で、都会のオアシスと言った感じでした。街中なので、車よりも公共交通機関がオススメです。
900,東公園（福岡県福岡市）,4.2,とても綺麗で気持ちいい空間の公園です。晴れてる日にゆったり散歩して、だらだらできる場所だと思います。カップルや家族におすすめです！
901,東公園（福岡県福岡市）,4.1,散歩しつつ園内にいっぱい植えられている植物を見ていくといったのんびりとした時間を楽しむことも一興だと思った。
902,東公園（福岡県福岡市）,4.2,公園にきて色々と過ごすことができます。自分の目的にあった使い方ができる場所ですね。近くにあると便利なタイプです。
903,東公園（福岡県福岡市）,4.2,遊具もしっかりとあって広場などもあり遊べる公園となっており桜などを鑑賞して楽しむこともできますね。。
904,東公園（福岡県福岡市）,4.2,ここら辺ではかなり有数の花見のスポットとして君臨している市民公園です。気軽に花見ができるのがとっても強みかと思います。
905,東公園（福岡県福岡市）,4.0,開放感のある広い公園でした。ピクニックでゆっくりしても良し、ボールで遊んでも良しな楽しい公園でした。
906,東公園（福岡県福岡市）,4.2,福岡のお花見スポットの１つです。よく整備されているので、きもちよく散歩できます。天気が良い日はおすすめです。
907,東公園（福岡県福岡市）,4.3,園内にはブランコ、滑り台、鉄棒、砂場、児童コーナーも施設が配備されて家族で一日楽しめる公園です。カモのいる池もあります。
908,東公園（福岡県福岡市）,4.3,解放感がとってもあって素晴らしいことです。しっかり緑地があるので憩いのひと時を演出するのに十二分に活躍します。
909,屋台,4.3,地元の人に聞いて「まみちゃん」に来ました。良心的な料金と見た目は無愛想かと思ったけど、気さくな店主で楽しい時間を過ごせました。
910,屋台,4.2,何軒か行きましたが、屋台ごとに料理に特徴があり、どこも美味しかったです。お酒が弱くてもご飯メインでも楽しめます。（完全に下戸の方には難しいかもです）
911,屋台,4.1,お酒の飲まないので屋台はどうかなと思っていましたが飲まなくても入れてくれるお店が何軒かあり助かりました。焼きラーメン絶対食べるべきです。びっくりするくらい美味しかったです。
912,屋台,4.2,福岡の屋台といえば中州のイメージがあったのですが宿泊したホテルが天神だったので、天神の屋台に行ってみました。規模は小さめでしたがどこの屋台も賑わっていて福岡に来た！感を味わえました。料理も美味しかったです。
913,屋台,4.2,コロナ禍を乗り越えたかのように数件の屋台が出ていました。土曜日は更に数件が増えていましたが、以前の屋台より減っていて少し残念。お客さんはどこも満席で１０人以上も列ができているたり、賑わっていました。お店の方は呼び込み、席の案内、料理‥威勢よく慣れた感じで忙しそうでした。
914,屋台,4.2,十数年前に行った時と比べコロナのせいか屋台の数が以前の半部分以下になっていた。客も外国人（主に韓国）がほとんどの様だった。
915,屋台,4.0,焼き鳥、餃子などの焼き物は早く言わないと出来ないと言われる事が有り。ラーメンは客が多い店はその店独特の味があって良かった。
916,屋台,4.2,ホテルの夕食を抜き、屋台で夕食をと考えて…ハシゴまでしようという予定でしたが、店員さんは愛想が悪いは、料理は美味しくないはいいとこ無し非常に残念でした
917,屋台,4.3,YouTubeで勉強し、早めに到着し、30分待ちましたが、1番先に堪能しました。おかみの捌けた対応にびっくり。味も間違いなし。トイレも近くにありました。
918,屋台,4.3,もっと沢山屋台が並んでいると思ったけどそれほどでもなかった。コロナのせいか近くでイベントのキッチンカーがいたからか場所を間違えたか。
919,屋台,4.3,歩きながらたくさんの屋台を見ましたが、夜の早い時間も遅い時間もどこも満席だったり行列が出来ていたり。寒かったので、私達は並びませんでしたが、涼しい季節ならぜひ食べてみたかったです。
920,屋台,4.2,私は地元なので  年に何度か行きますが、ほぼ観光客の方で そこで仲良くなったりします。リーズナブルなところもあるますが  普通の屋台よりは高いかと 福岡に来たら1度は行って見たいところですね。
921,屋台,4.1,屋台に行って食事をしました。自分達の思っていたより、味が薄かったり､お客さんに対しての対応が忙しいのは分かるけど少し色々遅いかなぁ～
922,屋台,4.2,この日は、錦ちゃんで腰を落ち着けました。天神の屋台は、18時頃から店が開き始めます。こちらで、多くの串焼きや焼きラーメンをいただきました。お手洗いも近くの駐車場のを貸していただけます。町全体で、屋台を守っている感じがして良かったのと、なにより味が美味しくて、安くて、会話ができる屋台という文化良いですね。
923,屋台,4.2,天神の屋台に来ました。天神ロフト周辺に屋台が立ち並んでいます。どの店も美味しそうですが、片っ端から入りたいと最初は思っていました。２軒目で、１つのところで、ノンビリ飲んだ方が良いよと言われ、そうしました。
924,屋台,4.2,料金表が掲示されており、安心です。接客は、年配女性の親切な対応が良かったです。お料理もとても美味しく、初めての中洲の屋台を楽しめました。
925,屋台,4.0,日曜日からの1泊2日だったのですが、日曜日はお休みの屋台が多く、お目当ての屋台は２つともお休み。屋台を探して歩きました。居酒屋に比べると単価が高い。美味しいわけではない。屋台という雰囲気を楽しむものです。
926,屋台,4.2,人気の屋台だったため席に着くまで20分程度待ちました。屋台なので普通のお店に比べると回転率は速く、満員でも待ち時間は短いと感じました。お酒・おつまみ・締めにラーメンをいただきましたが、どれも美味しかったです。
927,屋台,4.3,屋台全般に言えることだが店主の愛想が悪い店が多い。水くださいと頼んだら水なんてないよ。とドリンク頼む羽目に。あと屋台から数分の場所は夜の街が並んでるので立地的には悪い。
928,屋台,4.3,コロナ対策のためなのか平日だったからなのか、出てるお店の数は少なくてかったです。屋台へ来る前に、お店で餃子をたべてきたのもあって、自分はそこまで食べ物注文する気になれず、友人が頼んでいました。1軒目の屋台のメニューは、基本的に値段が高い！と思いました。2軒目のところは、良心的なお値段だし食べ物も美味しかったです。
929,志賀島,4.3,山頂より眺めた志賀島はまさに絶景でした。青い空と海に挟まれた、わずかな陸地がたいへん絵になります。また来たいものです。
930,志賀島,4.2,海ノ中道から志賀島に入り、グルっと一周を車で散歩。360度が観られ楽しいです。途中の志賀島ドッグをかじりながら一休みも最高です。
931,志賀島,4.1,　志賀島は船で何度か行きましたが、バスは初めて。バス時間を調べたら、なんと、憧れの、海ノ中道を通って、バスで行けると知りました。ちなみに、バス停は、21番で郵便局前からでています。バス停から行き先をよーく確認して乗ってくださいね。　　志賀島4回目、でも、博物館がお休みで、金印とまだご対面してない。あこがれはありますが、”金印”が掘り出されたところに行けて大満足です。　バスは、志賀島小学校で乗り換えですが、歩いてもいけます。標識等ははありませんが、道なりに歩くと付きます。
932,志賀島,4.2,台風の影響で、朝から大雨、午後はなんとか雨が上がった夕方の夕日です！福岡市では、なかなか海に沈む夕日が見られる場所はありませんよ！
933,志賀島,4.2,能古島がら九州本土に帰ったわが家は海の中道の先にある志賀島を訪れました。ここで不思議な車がわが家の車の前を走っていました。変わったオープンカーが観光客に手を振っていますよく見ればそれはミニーちゃん。えっあれ何？嫁の反応が、よく見れば観光客の方から笑顔で手を振ってる方も。真後ろなので見えませんでしたが、タマタマ前の車が路肩に、追い抜き様に後ろを見るとミッキーに仮装した運転手と助手席にミニーのぬいぐるみが、子供達も大喜びでした。嫁は驚いていました。何より手を振られた観光客は喜んでいたし
934,志賀島,4.2,お客様もそんなに多くなく、海岸沿いには水泳客もいて、太陽がサンサンと降り注ぐ暑い中でしたが、気持ちよく観光ができました。
935,志賀島,4.0,日帰り温泉目的で、休暇村に行きました。天気も良く、海の風は気持ちよかったです。休暇村でランチしたかったのですが、ラストオーダーを過ぎたので、次は早めに訪問しようと思います。
936,志賀島,4.2,車で島を一周しました。海水浴場があり、道の駅？があり、食事処がありました。海がとても綺麗で、のんびりしたい街でした。
937,志賀島,4.3,福岡には何度も行ってますが、この度初めて志賀島に行きました。サザエで有名なお店でサザエのつぼ焼き丼サザエ丼をいただきました。とても美味しかったです。人気店で行列に並んで入りました。
938,志賀島,4.3,公共交通機関のバスでも行けますが、やはり車が便利。島という名前ですが、海ノ中道で陸続きになっていて、志賀島は海沿いの道を一周することができるので、絶好のドライブルートです。ところどころ絶景ポイントもありますし、夕日も見ることができます。
939,志賀島,4.3,鮮魚うまい。海は近くでみるとうーん。。。てなるけど遠目で見ると綺麗です！市内からも近いしドライブがてら楽しめます。
940,志賀島,4.2,これからの季節、海水浴などで多くの人が訪れるスポットです。初夏に行きましたが、キラキラとしたキレイな海には眺めるだけでも癒されました！
941,志賀島,4.1,筥崎宮にもあった「御潮井（清め砂）」が拝殿前にある。ここでの参拝方法は、手水舎と似た作法で、砂を左右の腕に降り、2礼2拍手となっている。
942,志賀島,4.2,「しかのしま」と読み、漢委奴国王の金印が発見された場所として有名。浦島太郎伝説が伝わる「二見岩」もあり、まるで竜宮城を彷彿とさせます。島の先端にある勝馬海岸は「福岡市内にこんな青い海が！」と驚く人も多い、美しいビーチもある。
943,志賀島,4.2,福岡方面に行ったので、立ち寄ってみました♪海で撮影をしたのですが、人も多過ぎず快適に過ごせましたよ～。
944,志賀島,4.2,博多湾に浮かぶ周囲約11kmの志賀島。砂州によって陸続きになった島です。九州一周ドライブで立ち寄りました。海の中道を進み志賀島を一周は２回目。前回は夕日のきれいな夕方。今回は御前中。海と潮風を感じながらのドライブは最高。距離も短めなので、ゆっくり楽しめました。
945,志賀島,4.0,でもきれいな島でした。海がエメラルドグリーンで景色が一望できるのがいいと思いました。潮風もとても気持ちがよかったです
946,志賀島,4.2,ドライブで訪れましたが、思っていたよりも大きな島でびっくりしました。周囲12kmほどあるとのことでした。海の中道につながっているところから島の反対側に海水浴場もあり、海も綺麗でした。市内から1時間弱で来ることができる、綺麗なスポットでした。島の一周道路で、途中に集落内を通過しますが、その部分だけ道路が狭いので運転にはご注意ください。
947,志賀島,4.3,限界灘の絶景がとても美しいだけではありませんよ。太古の時代を感じ取れる歴史的な金印公園や、全国の神海の総本社で有る志賀海神社が存在します。志賀海神社内には、日本最古の歌集の万葉集に記載された、「ちはやふる 鐘の岬を過ぎぬとも われは忘れじ 志賀の皇神」の歌碑がありますよ。志賀島はドライブや海水浴なども良い場所でオススメします。
948,志賀島,4.3,港から船に乗って志賀島に行きました。早起きして９時台についたのですが、お店もほとんどやっておらず、志賀海神社に参拝した後、帰りにぎりぎり開いていたお店でサザエを食べました。お昼ごろに車で来るなら色々と回れそうですが、バスもさほどたくさん通ってるわけでもなさそうなので交通機関で来ると不便だと思います。
949,北九州市大連友好記念館,4.3,門司港レトロにある洋風の建物の一つです。戦前にタイムスリップしたような気分になります。建物の中に中華料理大連という建物が入っていました。
950,北九州市大連友好記念館,4.2,中国の大連市にあった建物を模して当地に復元した建物とのこと。図書館があると聞いて行ってみましたが、入口は中華料理のレストランになっていました。食事を済ませた後だったのが残念。水餃子が人気とのこと。
951,北九州市大連友好記念館,4.1,北九州市により整備された、歴史的建造物の複製建築物です。1階のレストランはお手頃価格ながらとてもおいしくお勧めです。
952,北九州市大連友好記念館,4.2,北九州市と中国の大連市の友好都市締結15周年を記念して門司港レトロ地区に建てられました。現在は閉館されてしまったのが残念です。
953,北九州市大連友好記念館,4.2,図書館として運営されていましたが、現在は閉館しています。それでもこのクラシックな建物を見るだけの価値があります。
954,北九州市大連友好記念館,4.2,お洒落に図書館ライフをおくることができるのでおすすめですね。蔵書数もしっかりとあります。人々にとってありがたい存在。
955,北九州市大連友好記念館,4.0,とても大切なテーマを主題にしてつくられているのがこの図書館です。素晴らしい友好記念としてあり続けています。
956,北九州市大連友好記念館,4.2,国際友好のために記念してつくられた建物になっているので日本の物とはかけ離れているところがいいですね。
957,北九州市大連友好記念館,4.3,レトロな建物がじっくりと見られました。図書館とは到底思えないような見た目がインパクトあってすごいと思う。
958,北九州市大連友好記念館,4.3,とてもレトロな造りの図書館で、お洒落でした。館内も広々としていて、本の数も多く、良かったです。オススメの図書館ですよ。
959,北九州市大連友好記念館,4.3,外観は豪華なお城に見えました。以前は図書館として運営していたと聞きましたが、現在は利用できないようです。
960,北九州市大連友好記念館,4.2,福岡県門司にあり、建物が特徴的な図書館として非常に有名です。まるで中世ヨーロッパ風のお城のようです。
961,北九州市大連友好記念館,4.1,ある意味ここは北九州市のシンボル的な存在ともいえるのではないでしょうか。独特の感性な建物に仕上がっている。
962,北九州市大連友好記念館,4.2,見た目がなんかそれっぽくなさすぎて一見すると図書館というのがわかりにくいのではないかとかんじました。
963,北九州市大連友好記念館,4.2,まさにこれ以上ないくらいの市民のための施設ですね。図書館なのでいろんな蔵書があってとっても素晴らしい
964,北九州市大連友好記念館,4.2,見た目からは図書館とは想像しにくいような造形になっているから話に効くと驚きますね。でも結構いい外見でした
965,北九州市大連友好記念館,4.0,外観から圧巻されてしまいました。日本で作られたとは甘えないほど外国色が強い。図書館とは思えませんでした！
966,北九州市大連友好記念館,4.2,久しぶりに訪れると閉館していました。北九州市により整備された、歴史的建造物の複製建築物です。お城のような外観が素敵でした。
967,北九州市大連友好記念館,4.3,北九州市のスポットのひとつ。中の蔵書もかなりしっかりとしていていいですね。市民の憩いの場です。建物を見るだけでも楽しめる。
968,北九州市大連友好記念館,4.3,最初はこの建物が図書館だとは思わなかったのでびっくりです。舞踏会でも開かれていそうな建物です。綺麗ですね。
969,筑後川（福岡県朝倉市）,4.3,9か月振りに、車窓からみる筑後川、何回見ても、その雄大さには圧倒されます。大きくて、一体、どこまで続くのか、かなり、距離感のある川です。
970,筑後川（福岡県朝倉市）,4.2,福岡市内から久留米方面に来る事はあまりないので帰り道に寄ってみました♪天気が良くて仄々出来ました
971,筑後川（福岡県朝倉市）,4.1,福岡市内から、久留米へ行く途中に、この川の雄大な流れを見る事ができます。福岡県の人にとって、すごく大事な川なんだと思います。河川敷が広く、散歩している方もよく見かけます。
972,筑後川（福岡県朝倉市）,4.2,高良山の頂上からみえるのですが、さすが、福岡県を代表する川です。どこまでも延々と続き、雄大さを感じられます。一体、どこまで続くのかと感慨深い思いがします。
973,筑後川（福岡県朝倉市）,4.2,コロナ禍で、3年ぶりに花火大会が開催されました。通常より時間短縮されていましたが、スケールが大きく河川敷で直近で観られ感動しました。
974,筑後川（福岡県朝倉市）,4.2,何回も見ても雄大で、この川の大きさには、圧倒されます。さすが、九州を代表する川です。おおらかな気持ちになり、解放感に満たされます。
975,筑後川（福岡県朝倉市）,4.0,車窓から眺める筑後川。凄く大きな川で、野鳥も、優雅な様子で、水遊びを楽しんでいます。この川を眺めていると、日常の喧騒から解き放たれます。
976,筑後川（福岡県朝倉市）,4.2,相変わらず、車窓から眺める筑後川は、さすがに、福岡県を代表する川で、ゆったりとした大きな気持になります。
977,筑後川（福岡県朝倉市）,4.3,宿の窓辺から望む耳納連山の山並、眼下には筑紫二郎の水面に浮かぶ鴨や川魚を狙うシロサギ等々、日々の喧騒を忘れるほど ゆったりとした時間が流れます。まさに癒しですね。
978,筑後川（福岡県朝倉市）,4.3,車窓から臨む筑後川。学生時代の、歴史の教科書でしか知らなかったですが、名前を聞くと、思わず、身を乗り出してしまいます。いろいろと思いを馳せながら、水の流れをみているのも、贅沢な時間です。
979,筑後川（福岡県朝倉市）,4.3,学生時代の、社会の授業で見聞きした川です。凄く大きくて、雄大で、河川敷が、大変美しいです。この川を見ると、九州の福岡にきたんだとしみじみ思います。
980,筑後川（福岡県朝倉市）,4.2,福岡県へ旅行するのが好きで、電車で移動途中に、よく見ます。歴史の教科書に記載されている川です。すごく大きく、解放的な気持ちになります。
981,筑後川（福岡県朝倉市）,4.1,大きな駐車場があり、散歩や釣りをしている方がいました。近くに、ショッピングモールがあります。雄大な筑後川に輝く夕日はとても癒されます。
982,筑後川（福岡県朝倉市）,4.2,気持ちが良いほど自然的でこのご時世ですから、行く場所が限られてきますが、初心に戻った気持ちを味わう事が出来ます！家族でゆったり出来ました！
983,筑後川（福岡県朝倉市）,4.2,どこで、宿泊しても温泉が良い。食事は、自分に合わせてちなみに、清乃屋は朝食が良い。近場で、温泉がこんなに良いところがあることにビックリ・・・
984,筑後川（福岡県朝倉市）,4.2,とても良い体験ができました。流木拾いもできお気に入りのオブジェができました。また必ず来たいと思ってます。
985,筑後川（福岡県朝倉市）,4.0,筑後川温泉や原鶴温泉など、日帰りでも楽しめますよ。原鶴や浮羽の道の駅では、果物の種類がたくさんあり、買い物も楽しかったです。鳥扇でランチをしましたが、順番待ちが1時間。待っても食べた甲斐ありです！
986,筑後川（福岡県朝倉市）,4.2,やはり温泉は今までの中で一番温泉の泉質が最高です！温泉好きな人はわかるはず。源泉掛け流し。入ってすぐわかる。ヌルっと感がたまりません。原鶴に行ったけど泉質が全然違う。ほんとは教えたくないくらいです。
987,筑後川（福岡県朝倉市）,4.3,部屋がリバービューで、目の前に広がる川の景色が気持ち良かったです。水量が少なかったのがもの足らなかったけど、シラサギや水鳥も見れて癒されました。
988,筑後川（福岡県朝倉市）,4.3,宿泊した宿の部屋が筑後川沿いの部屋でした。お天気がよかったせいもあるかもしれませんが、川面がキラキラしていていとてもきれいでした。また、鷺が一羽川沿いにいて、雰囲気にとても合っていました。
989,南公園（福岡県福岡市）,4.3, 福岡市動植物園や、浄水緑地付近です。正確は範囲は知りません。浄水通や桜坂といった、福岡市の高級住宅地に囲まれています。ですが、森がしっかりと残されています。大濠公園が福岡市の代表的な水辺の公園ならば、南公園は福岡市の代表的な森林公園といって良いでしょう。
990,南公園（福岡県福岡市）,4.2,博多駅からバスで40分程のところにある平尾の丘陵地帯にある自然公園です。緑が深く眺望が良いです。動物園、植物園もあります。
991,南公園（福岡県福岡市）,4.1,南公園という名前で憩いの公園になっていて一般市民や観光客など幅広く人気の高い場所になっていて素晴らしいところです。
992,南公園（福岡県福岡市）,4.2,やっぱり街並みを見下ろすことができるので晴れている日に来てみるほうが素晴らしいですね。とっても良いです。
993,南公園（福岡県福岡市）,4.2,公園から福岡市の景色を一気に見ることがかないました。広くて高さもあって素晴らしい見晴らしになっています。
